,date,open,close,low,high,volume,macd,macdsignal,macdhist,ma,MOM10,K10,D10,next_signal,y_pred,position,coin_number,principal,portfolio_value
113,2021-05-04 15:08:40,55994.42,56194.34,55994.42,56229.64,0.86,34.731135580994305,11.923767295230705,22.8073682857636,56052.698999999986,143.80999999999767,79.21503016959795,63.929836361773745,1,-1,0.049846372306459164,0.44550857045522946,974919.1563926805,999954.2164737555
114,2021-05-04 15:12:10,56057.68,56217.15,56039.8,56229.64,1.22,44.87620241354307,18.51425431889318,26.36194809464989,56068.79999999999,161.01000000000204,88.73774958318087,76.79064782617228,1,-1,0.024980790007833764,0.22330720778456348,987408.2696690515,999961.9644651575
115,2021-05-04 15:14:35,56174.91,56327.02,56124.47,56327.02,1.39,63.523607535920746,27.516124962298694,36.007482573622056,56096.14499999998,273.4499999999971,95.14151518848348,87.6980983137541,-1,-1,0.012526715568545847,0.11193075232145387,993671.2150768839,999975.9408015095
116,2021-05-04 15:16:34,56139.48,56279.68,56124.47,56327.02,1.51,65.75913337754173,35.1647266453473,30.59440673219443,56122.455999999984,263.1100000000006,95.01955538678764,92.96627338615066,1,-1,0.006283184199373786,0.05610429504424101,996812.6630118841,999970.1947835996
117,2021-05-04 15:20:15,56188.17,56293.03,56124.47,56327.02,1.87,65.98020357291534,41.32782203086091,24.652381542054435,56147.29199999998,248.36000000000058,93.6250764238352,94.59538233303545,-1,-1,0.003150149266623853,0.028121779502518058,998387.6788866611,999970.7390638497
118,2021-05-04 15:23:08,56227.76,56225.12,56210.68,56327.02,1.96,54.258423863611824,43.91394239741109,10.344481466200733,56174.31399999998,270.22000000000116,85.63780589129858,91.42747923397381,-1,-1,0.0015806617358398588,0.014095792429377793,999177.9846935847,999970.5223144216
119,2021-05-04 15:25:57,56317.09,56137.55,56137.55,56325.88,1.45,33.241153759590816,41.77938466984703,-8.538230910256217,56189.80199999998,154.88000000000466,74.49717035852655,84.58668422455344,1,-1,0.0007922315346032176,0.0070653908629630426,999574.0886537107,999970.7223865498
120,2021-05-04 15:27:55,56268.15,56141.21,56125.47,56325.88,1.14,19.559895839156525,37.33548690370893,-17.77559106455241,56204.480999999985,146.79000000000087,62.59699948267008,74.24399191083172,1,-1,0.0003964637611709083,0.003541464368225626,999772.3146945307,999971.1367893347
121,2021-05-04 15:29:51,56273.99,56164.09,56125.47,56325.88,1.63,13.448370905309275,32.558063704029,-19.109692798719728,56214.58399999999,101.02999999999884,57.81325933938465,64.96914306019376,-1,-1,0.00019923340383161091,0.0017751276162404448,999871.9285615971,999971.6269887971
122,2021-05-04 15:31:49,56250.0,56109.94,56064.98,56281.78,1.61,2.022795575830969,26.451010078389395,-24.428214502558426,56208.912999999986,-56.70999999999913,50.908703092625444,57.10632063822672,-1,-1,9.971735528364164e-05,0.0008897669563648554,999921.7858254008,999971.7105959365
123,2021-05-04 15:33:50,56227.7,56104.67,56064.98,56256.04,1.65,-5.666631077197962,20.027481847271922,-25.694112924469884,56199.945999999996,-89.66999999999825,39.66828460884366,49.463415680284584,-1,-1,4.9919358552639315e-05,0.00044598777669564574,999946.7447984124,999971.766795448
124,2021-05-04 15:35:51,56137.55,56102.6,56046.04,56170.17,1.59,-10.337971094857494,13.954391258846037,-24.29236235370353,56188.490999999995,-114.55000000000291,25.815810813647413,38.79759950503884,1,-1,2.4982096187559212e-05,0.00022354740188499083,999959.2354933367,999971.7770838056
125,2021-05-04 15:39:26,56143.49,56120.68,56046.04,56176.29,2.12,-10.322716332135315,9.098969740649768,-19.421686072785082,56167.856999999996,-206.3399999999965,23.093063134758154,29.52571951908308,-1,-1,1.2515730859147961e-05,0.0001120511436688876,999965.493181987,999971.7815683645
126,2021-05-04 15:42:00,56097.55,56039.96,56039.96,56176.29,1.4,-20.504146252154897,3.1783465420888346,-23.682492794243732,56143.884999999995,-239.72000000000116,15.564571618383164,21.491148522262915,-1,1,6.283770177810242e-06,0.8894839896089383,949965.493181987,999812.1403803122
127,2021-05-04 15:43:59,56114.77,55966.54,55966.54,56176.29,1.52,-35.43823483009328,-4.544969732347588,-30.89326509774569,56111.236,-326.48999999999796,8.854722756068114,15.837452503069812,1,-1,0.049803568030474414,0.4458459245583696,974861.224987792,999813.6787584249
128,2021-05-04 15:46:00,56146.03,56040.51,55908.66,56176.29,1.68,-33.15232200004539,-10.266440185887149,-22.88588181415824,56092.775,-184.61000000000058,10.534010833613008,11.651101736021431,-1,-1,0.02500769450212837,0.2234763046684537,987363.3911889993,999887.1172755348
129,2021-05-04 15:48:01,56098.69,55949.56,55908.66,56135.03,2.27,-42.306888003862696,-16.674529749482257,-25.63235825438044,56073.976,-187.99000000000524,13.801671380406448,11.063468323362526,-1,1,0.012539909125179344,1.11238016456972,937363.3911889993,999600.5719494027
130,2021-05-04 15:50:06,55970.77,55945.28,55844.72,56060.36,4.2,-46.54461963237554,-22.648547726060915,-23.896071906314628,56054.382999999994,-195.9300000000003,20.768169011132088,15.034617075050518,1,1,0.06235758656676293,2.002335790802275,887363.3911889993,999384.627659454
131,2021-05-04 15:52:09,55949.56,55949.95,55844.72,55978.64,2.96,-46.44414447895542,-27.407667076639818,-19.036477402315604,56032.969,-214.13999999999942,18.259753442852336,17.609864611463625,-1,1,0.11249403818260449,2.890211863062837,837363.3911889993,999070.6004167718
132,2021-05-04 16:01:28,55879.88,55867.31,55808.91,56048.03,4.46,-55.23949929924129,-32.97403352116011,-22.26546577808118,56008.70599999999,-242.63000000000466,19.34578570724688,19.457902720410434,1,1,0.16231981627892328,3.778589426466277,787363.3911889993,998463.0180401129
133,2021-05-04 16:03:24,55982.89,55956.3,55808.91,56048.03,1.94,-46.39231817746622,-35.657690452421335,-10.734627725044888,55993.86899999999,-148.36999999999534,25.75236227762096,21.119300475906726,1,-1,0.21202486280951893,2.889038400481756,837363.3911889993,999023.2906378766
134,2021-05-04 16:05:20,56028.76,55977.61,55808.91,56028.76,3.87,-36.19578812903637,-35.765309987744345,-0.43047814129202777,55981.369999999995,-124.98999999999796,33.033352382567195,26.04383345581168,-1,1,0.16115946193035793,3.784687833865641,787363.3911889993,999221.170724875
135,2021-05-04 16:07:25,55956.3,55966.27,55917.72,56020.49,4.22,-29.93741114903969,-34.599730220003416,4.662319070963726,55965.92899999999,-154.4100000000035,42.95733754332419,33.91435073450412,1,1,0.21109106980946776,4.680644415495324,737363.3911889993,999321.6003206028
136,2021-05-04 16:09:26,55977.29,55973.44,55947.61,56020.49,3.22,-23.893450945783115,-32.458474365159354,8.565023419376239,55959.27699999999,-66.5199999999968,44.51249387555055,40.16772793381398,-1,1,0.2611801480532307,5.57621038086426,687363.3911889993,999483.0683696822
137,2021-05-04 16:11:27,55990.01,55717.41,55714.66,56020.49,2.95,-52.952444187954825,-36.55726832971845,-16.395175858236378,55934.36399999999,-249.12999999999738,29.404480232989513,38.958103883954756,-1,1,0.3114953426469844,6.470510314807098,637363.3911889993,997883.4673083355
138,2021-05-04 16:13:39,55981.78,55692.19,55585.31,56007.59,3.44,-71.51370629309531,-43.54855592239382,-27.965150370701494,55899.531999999985,-348.3199999999997,21.607677373223122,31.841550493921066,1,1,0.3612371982263311,7.365820826443621,587363.3911889993,997582.0841612546
139,2021-05-04 16:15:37,55692.01,55706.67,55585.31,55706.67,1.51,-77.67914135474712,-50.37467300886448,-27.30446834588264,55875.24299999998,-242.88999999999942,15.195041689561982,22.06906643192488,1,1,0.4115526124457848,8.260097028422559,537363.3911889993,997505.8905193154
140,2021-05-04 16:18:21,55663.78,55767.55,55585.33,55767.55,2.67,-69.96290358520491,-54.29231912413256,-15.670584461072352,55857.46999999999,-177.72999999999593,28.12463962528325,21.642452896022792,-1,1,0.4619338177962045,9.153090214459315,487363.3911889993,997808.8073783698
141,2021-05-04 16:23:30,55585.33,55745.01,55585.33,55818.38,3.5,-65.19625862185057,-56.473107023676164,-8.723151598174411,55836.97599999998,-204.93999999999505,33.148202041920065,25.48929445225511,-1,1,0.511939699489732,9.153090214459315,487363.3911889993,997602.496724936
142,2021-05-04 16:29:00,55735.19,55663.29,55641.73,56095.76,10.26,-70.22581348479434,-59.2236483158998,-11.002165168894543,55816.57399999998,-204.0199999999968,29.724846066451267,30.33256257788487,1,1,0.5124285816432351,9.153090214459315,487363.3911889993,996854.5061926104
143,2021-05-04 16:31:01,55714.78,55713.68,55641.73,56095.76,9.77,-63.53397022680292,-60.08571269808043,-3.4482575287224932,55792.311999999976,-242.62000000000262,24.979475893657163,29.284174667342842,1,-1,0.5119183592559294,8.259995968349937,537363.3911889993,997558.1633709378
144,2021-05-04 16:33:01,55828.33,55933.21,55641.73,56095.76,8.27,-27.74773659936909,-53.61811747833816,25.870380878969073,55787.871999999974,-44.400000000001455,36.19355470663158,30.29929222224668,-1,1,0.46250953654889665,9.15091242530514,487363.3911889993,999203.2975652011
145,2021-05-04 16:35:03,55687.02,55887.26,55675.45,55933.21,3.09,-10.95835422676464,-45.086164828023456,34.127810601258815,55779.970999999976,-79.00999999999476,50.81921180657603,37.33074746895494,-1,1,0.5127748123237968,9.15091242530514,487363.3911889993,998782.8131392582
146,2021-05-04 16:37:03,55716.73,55793.79,55716.06,55933.21,2.54,-12.65495370588178,-38.59992260359512,25.944968897713338,55762.00599999997,-179.65000000000146,56.050543637966626,47.68777005039143,-1,1,0.5134646252145652,9.15091242530514,487363.3911889993,997927.477354865
147,2021-05-04 16:39:01,55889.42,55740.74,55740.74,55933.21,4.58,-20.11971366772923,-34.90388081642194,14.78416714869271,55764.33899999996,23.32999999999447,43.48189505991461,50.11721683481911,1,1,0.5132293435578871,9.15091242530514,487363.3911889993,997442.0214507026
148,2021-05-04 16:41:04,55871.52,55811.84,55740.74,55902.2,3.59,-14.371174582352978,-30.79733956960815,16.42616498725517,55776.30399999997,119.64999999999418,38.55682894178323,46.02975587988818,-1,1,0.5125973921440788,9.15091242530514,487363.3911889993,998092.6513241418
149,2021-05-04 16:51:51,55826.0,55714.43,55677.48,55850.08,7.18,-23.11035757108766,-29.25994316990405,6.14958559881639,55777.07999999997,7.760000000002037,33.37349779476276,38.47074059882022,1,1,0.5121528066618996,9.15091242530514,487363.3911889993,997201.2609447928
150,2021-05-04 16:55:03,55702.33,55723.43,55648.94,55794.36,3.6,-26.189628275438736,-28.64588019101099,2.4562519155722526,55772.66799999997,-44.12000000000262,32.242169954879905,34.72416556380865,1,1,0.5118601561992259,9.15091242530514,487363.3911889993,997283.6191566205
151,2021-05-04 16:56:59,55704.18,55773.39,55648.94,55794.36,3.23,-20.31140163409873,-26.978984479628537,6.667582845529807,55775.50599999997,28.37999999999738,27.115368041223746,30.91034526362215,1,1,0.5119956373045845,9.15091242530514,487363.3911889993,997740.7987413888
152,2021-05-04 17:01:49,55751.1,55900.13,55648.94,55917.91,4.52,0.8471486055786954,-21.41375786258709,22.260906468165786,55799.189999999966,236.8399999999965,37.65541413921455,32.337650711772746,1,1,0.5120102141494572,9.15091242530514,487363.3911889993,998900.5853821719
153,2021-05-04 17:04:58,55762.93,55925.47,55694.71,55925.47,2.72,16.939584526015096,-13.743089384866654,30.68267391088175,55820.36899999997,211.79000000000087,49.4680968217952,38.07962633407785,1,1,0.5124787575837401,9.15091242530514,487363.3911889993,999132.4695030292
154,2021-05-04 17:10:56,55715.77,56055.38,55715.77,56087.09,3.21,43.05217394931242,-2.3840367180308384,45.43621066734326,55832.58599999997,122.16999999999825,70.72298637345109,52.61549911148696,1,-1,0.5127345150833075,8.260942665540767,537363.3911889993,1000433.6714640999
155,2021-05-04 17:13:06,55941.5,56135.55,55936.91,56146.86,1.63,67.51397309748427,11.595565245072184,55.91840785241209,55857.414999999964,248.29000000000087,84.32832369084744,68.17313562869792,1,-1,0.46273232869195996,7.370690458652402,587363.3911889993,1001121.1539652041
156,2021-05-04 17:15:07,55951.4,56170.51,55947.79,56184.71,2.92,83.9410396992389,26.064660135905527,57.87637956333337,55895.08699999996,376.72000000000116,95.94697074241202,83.66609360223687,-1,-1,0.4129065870148147,6.480777865465841,637363.3911889993,1001391.9890889269
157,2021-05-04 17:17:07,56030.41,56083.09,56015.21,56222.3,4.2,78.6518584278092,36.582099794286265,42.06975863352294,55929.321999999964,342.34999999999854,90.26615835979288,90.1804842643508,1,-1,0.36309163128452354,5.591184793429403,687363.3911889993,1000934.3111655319
158,2021-05-04 17:19:07,56189.88,56088.6,56071.28,56222.3,2.23,72.72446937682253,43.81057371079352,28.913895666029006,55956.99799999996,276.76000000000204,83.25041381873628,89.82118097364707,-1,-1,0.31277410675379486,4.699776149723517,737363.3911889993,1000967.2557403818
159,2021-05-04 17:21:08,56195.71,56084.14,56062.23,56222.3,2.91,65.35716964811581,48.11989289825798,17.237276749857834,55993.96899999996,369.7099999999991,76.1016929445134,83.20608837434753,1,-1,0.26258874411180577,3.8070465396678106,787363.3911889993,1000878.3223062444
160,2021-05-04 17:23:03,56166.08,56277.65,56062.23,56277.65,2.19,83.54936565173557,55.2057874489535,28.34357820278207,56049.39099999996,554.2200000000012,84.19492116645694,81.18234264323554,-1,-1,0.2126875624045872,2.914340098954168,837363.3911889993,1001375.6032589073
161,2021-05-04 17:27:13,56123.27,56260.38,56062.23,56364.0,8.48,88.59478672417026,61.883587303996855,26.711199420173408,56098.08999999995,486.98999999999796,87.13745156489578,82.4780218919554,-1,-1,0.1628938217933578,2.022282550108316,887363.3911889993,1001137.7759254621
162,2021-05-04 17:29:06,56354.91,56237.8,56237.8,56364.0,3.25,84.77235828556877,66.46134150031124,18.311016785257536,56131.85699999996,337.67000000000553,88.88436864195621,86.738913791103,-1,-1,0.11277885332004982,1.1280813841596398,937363.3911889993,1000804.2064550923
163,2021-05-04 17:31:00,56271.63,56234.62,56222.07,56313.94,2.92,78.31650117276149,68.83237343480128,9.484127737960208,56162.77199999996,309.15000000000146,82.23138024791929,86.08440015159044,-1,-1,0.06279175724331368,0.23218740771064916,987363.3911889993,1000420.3618303927
164,2021-05-04 17:32:59,56303.7,56160.76,56130.44,56313.94,2.8,61.23234572336514,67.31236789251406,-6.0800221691489185,56173.30999999996,105.38000000000466,71.19935759511105,80.77170216166219,-1,-1,0.012905947428327916,0.11638185525693572,993818.1256624479,1000354.2191038874
165,2021-05-04 17:34:58,56313.93,56160.57,56130.44,56313.93,3.02,48.190170639740245,63.4879284419593,-15.297757802219053,56175.81199999996,25.0199999999968,61.19236875468761,71.54103553257266,1,-1,0.0064630815195316675,0.058335359989764406,997050.5810661023,1000326.7281342826
166,2021-05-04 17:36:57,56265.28,56177.6,56079.93,56279.59,2.27,40.43500237425906,58.87734322841925,-18.442340854160193,56176.520999999964,7.0899999999965075,50.03139076971893,60.807705706505885,-1,-1,0.0032280136241310516,0.029240073543508122,998665.0389880845,1000307.6761435823
167,2021-05-04 17:38:59,56269.79,56097.07,56079.93,56279.59,2.46,23.351109362185525,51.7720964551725,-28.420987092986977,56177.91899999996,13.980000000003201,36.40884949329335,49.21086967256665,1,-1,0.001618377195036816,0.014656323446163726,999474.4572945023,1000296.6340968044
168,2021-05-04 17:40:59,56257.93,56131.76,56044.13,56257.93,2.58,16.573762624684605,44.73242968907492,-28.158667064390315,56182.234999999964,43.16000000000349,28.499607280770153,38.31328251459417,1,-1,0.0008131918469537567,0.007346350416163801,999881.1702701333,1000293.5338485693
169,2021-05-04 17:43:03,56193.03,56251.58,56044.13,56269.39,2.38,27.549486569063447,41.29584106507262,-13.746354496009175,56198.978999999956,167.44000000000233,34.59839770287689,33.16895149231349,1,1,0.00040710270015535834,0.9070873332526236,949881.1702701333,1000906.2659635799
170,2021-05-04 17:46:53,56136.18,56275.39,56044.13,56296.89,2.66,36.11197965329484,40.259068782717065,-4.147089129422227,56198.75299999995,-2.2600000000020373,54.849365888226124,39.31579029062441,-1,1,0.05021940907733403,1.8078421251326646,899881.1702701333,1001618.1909204028
171,2021-05-04 17:49:02,56086.11,56210.57,56044.13,56296.89,2.24,31.15208076340059,38.43767117885377,-7.2855904154531785,56193.77199999995,-49.80999999999767,63.06207730223776,50.836613631113615,1,-1,0.10022408272566703,0.9082858160640549,949881.1702701333,1000936.433714009
172,2021-05-04 17:51:03,56153.72,56232.77,56117.25,56296.89,1.93,29.712489972211188,36.692634937525256,-6.980144965314068,56193.26899999995,-5.030000000006112,64.74920883281145,60.886884007758475,-1,-1,0.050412768690114323,0.009950856271636388,999881.1702701333,1000440.7344821593
173,2021-05-04 17:53:06,56249.85,56167.64,56117.25,56296.89,1.87,18.94779268205457,33.143666486431115,-14.195873804376546,56186.57099999995,-66.9800000000032,55.90872101156902,61.24000238220611,1,-1,0.0005510844731302089,0.004987777127264876,1000156.8316768099,1000436.9833468944
174,2021-05-04 17:55:10,56260.54,56175.78,56117.25,56296.89,1.61,12.682193542641471,29.051371897673185,-16.369178355031714,56188.07299999995,15.019999999996799,54.82930945732133,58.49574643390063,-1,-1,0.0002759108883839493,0.0025000783331421868,1000294.8468366709,1000435.2906870962
175,2021-05-04 17:58:34,56247.55,56119.15,56030.1,56296.89,1.76,0.8701415993637056,23.41512583801129,-22.544984238647583,56183.930999999946,-41.419999999998254,42.65012472713174,51.12938506534073,1,-1,0.00013779102234605823,0.0012531416498715118,1000363.772158758,1000434.0974029785
176,2021-05-04 18:03:13,56227.62,56142.54,56030.1,56241.9,1.64,-3.2228630520403385,18.087528060000963,-21.3103911120413,56180.42499999995,-35.05999999999767,41.43974141203635,46.3063918654965,1,1,6.889230474074061e-05,0.9080637392339646,950363.772158758,1001344.7769612505
177,2021-05-04 18:07:14,56176.18,56195.44,56030.1,56208.59,2.07,1.4208314136849367,14.754188730737757,-13.33335731705282,56190.26199999995,98.37000000000262,45.8325524444954,43.30747286122119,1,1,0.05006739634902248,1.8122112337438179,900363.772158758,1002201.7798119347
178,2021-05-04 18:09:18,56058.5,56263.16,56030.1,56268.78,2.47,13.095115698961308,14.422374124382468,-1.3272584254211601,56203.40199999996,131.40000000000146,63.82548071517041,50.365924857234084,1,-1,0.09986484320853373,0.9073610188838461,950363.772158758,1001414.7703419828
179,2021-05-04 18:11:22,56138.83,56307.91,56132.93,56340.46,3.07,25.476491225272184,16.63319754456041,8.843293680711774,56209.03499999995,56.330000000001746,79.61437128246229,63.090801480709395,1,-1,0.050236072718856925,0.007074010093073735,1000363.772158758,1000762.0948824179
180,2021-05-04 18:13:26,56157.09,56358.24,56157.09,56417.79,3.0,38.47681747852039,21.001921531352405,17.474895947167983,56217.31999999995,82.84999999999854,87.16968875653352,76.86984691805543,1,-1,0.0003913728263856951,0.003545783835087846,1000559.6064014209,1000759.4405377869
181,2021-05-04 18:15:29,56238.63,56519.13,56212.74,56529.44,2.83,65.85913257758511,29.97336374059895,35.885768836986166,56248.17599999994,308.5599999999977,90.69574782984711,85.82660262294765,-1,-1,0.00019606371688489778,0.0017772921885783033,1000657.7123541366,1000758.1633623908
182,2021-05-04 18:17:25,56311.93,56489.96,56289.32,56529.44,1.77,75.66738312855887,39.11216761819093,36.55521551036794,56273.89499999994,257.1900000000023,91.55620919626729,89.80721526088264,1,-1,9.84415903774068e-05,0.0008908517175726049,1000706.970371488,1000757.2945493796
183,2021-05-04 18:19:20,56312.0,56608.96,56289.32,56608.96,2.22,93.96171552185115,50.082077198922974,43.87963832292817,56318.02699999993,441.3199999999997,96.67627935541528,92.97607879384323,-1,-1,4.9249544654168116e-05,0.00044653139240659703,1000731.6137664755,1000756.8914442069
184,2021-05-04 18:21:16,56397.65,56534.98,56358.24,56608.96,1.85,91.132939912437,58.29224974162578,32.840690170811214,56353.94699999993,359.20000000000437,93.10442373505639,93.77897076224633,-1,-1,2.4614909981743226e-05,0.0002238198233558434,1000743.9305289459,1000756.5841781829
185,2021-05-04 18:23:10,56490.6,56446.63,56408.83,56608.96,1.84,73.76684740510245,61.38716927432112,12.379678130781336,56386.69499999993,327.4799999999959,86.39221918944145,92.05764075997105,-1,-1,1.2328734974709797e-05,0.00011218766138241398,1000750.0995583507,1000756.4321737634
186,2021-05-04 18:25:09,56434.2,56435.17,56421.06,56608.96,2.2,58.51714984989667,60.81316538943623,-2.2960155395395603,56415.957999999926,292.6299999999974,76.38461804235921,85.29375365561903,1,-1,6.1730224670575155e-06,5.6233049124992684e-05,1000753.1884038425,1000756.3619255295
187,2021-05-04 18:27:09,56587.99,56438.71,56360.82,56608.96,1.56,47.19493045499985,58.089518402548954,-10.894587947549105,56440.28499999993,243.2699999999968,70.8409632726392,77.87260016814663,-1,-1,3.069187646657781e-06,2.8186302395278594e-05,1000754.7241582177,1000756.3149567646
188,2021-05-04 18:30:10,56540.92,56392.09,56360.82,56540.92,1.57,32.12963607544225,52.89754193712761,-20.767905861685364,56453.17799999992,128.92999999999302,65.00262896235158,70.74273675911668,1,-1,1.544783611172648e-06,1.4128127762377327e-05,1000755.4971341601,1000756.2938488125
189,2021-05-04 18:33:47,56479.92,56468.46,56335.88,56514.84,2.85,31.682715908653336,48.654576731432755,-16.97186082277942,56469.23299999991,160.54999999999563,64.64589228365803,66.82982817288297,-1,-1,7.72666454244206e-07,7.08159529312812e-06,1000755.8837595596,1000756.2836463401
190,2021-05-04 18:35:41,56378.72,56441.8,56335.88,56514.84,1.78,26.504348075606686,44.22453100026754,-17.720182924660854,56477.58899999992,83.56000000000495,60.38675013464066,63.34509046021679,-1,-1,3.872877728665678e-07,3.54958510632979e-06,1000756.0775498934,1000756.2778948661
191,2021-05-04 18:37:37,56390.5,56391.01,56382.56,56514.84,1.95,15.511956612746872,38.482016122763405,-22.970059510016533,56464.77699999992,-128.11999999999534,52.84407304097265,59.292238486423805,-1,-1,1.940188399735981e-07,1.779197169681976e-06,1000756.1746326789,1000756.2749634043
192,2021-05-04 18:39:35,56412.51,56315.72,56307.41,56514.84,1.53,-1.7419923642664799,30.437214425357425,-32.179206789623905,56447.35299999992,-174.23999999999796,32.628174767803955,48.61966598113912,1,-1,9.758777086618713e-08,8.918064148308731e-07,1000756.2234634658,1000756.2736861862
193,2021-05-04 18:41:32,56457.96,56338.88,56307.41,56514.84,1.11,-9.0395662574374,22.54185828879846,-31.58142454623586,56420.344999999914,-270.08000000000175,16.8364292034362,34.1028923374043,1,-1,4.890254321184432e-08,4.470098600752537e-07,1000756.2479332292,1000756.273117264
194,2021-05-04 18:43:33,56466.62,56374.39,56307.41,56514.84,1.49,-8.3702069068313,16.359445249672508,-24.729652156503807,56404.28599999992,-160.59000000000378,13.635759037295072,21.03345433617844,-1,-1,2.4595496395288934e-08,2.2405964342507524e-07,1000756.2602402779,1000756.2728715036
195,2021-05-04 18:45:34,56437.68,56299.12,56254.32,56456.37,1.49,-17.523442160563718,9.582867767625263,-27.10630992818898,56389.534999999916,-147.50999999999476,15.093504723426847,15.18856432138607,1,1,1.2291768947394097e-08,0.9084395571604406,950756.2602402779,1001900.6078816004
196,2021-05-04 18:47:38,56443.68,56316.32,56254.32,56443.68,1.8,-20.01722425191838,3.6628493637165347,-23.680073615634914,56377.64999999992,-118.84999999999854,17.442317133589583,15.39052696477053,1,1,0.04969957240732538,1.8196319595240051,900756.2602402779,1003231.2359550588
197,2021-05-04 18:49:41,56391.01,56337.97,56254.32,56419.15,2.13,-17.789632142208575,-0.6276469374684872,-17.161985204740088,56367.57599999992,-100.73999999999796,19.767355493781494,17.434392450266003,1,1,0.09989849373852669,2.7274186672332483,850756.2602402779,1004413.4912923046
198,2021-05-04 18:51:44,56336.02,56341.49,56254.32,56419.15,1.95,-15.197147586135543,-3.5415470672018987,-11.655600518933644,56362.51599999992,-50.599999999998545,26.70984693018796,21.306506519186375,1,1,0.14939053237717023,3.6378113819011126,800756.2602402779,1005715.9738355456
199,2021-05-04 18:53:44,56335.94,56375.62,56254.32,56398.21,1.81,-8.4615954880137,-4.525556751364259,-3.936038736649441,56353.23199999992,-92.83999999999651,36.402582670828444,27.626595031599333,1,1,0.19862000984634068,4.551988355932255,750756.2602402779,1007377.4260387394
200,2021-05-04 18:55:46,56358.03,56395.98,56297.89,56409.55,1.67,-1.333883978688391,-3.887222196829085,2.553338218140694,56348.64999999993,-45.81999999999971,44.798863810841,35.970431137285836,-1,1,0.2483761936321841,5.467086512250285,700756.2602402779,1009077.9618434147
201,2021-05-04 18:57:49,56346.63,56353.96,56297.89,56490.66,1.52,-2.5083931113549625,-3.6114563797342605,1.103063268379298,56344.94499999993,-37.05000000000291,46.39439070576926,42.531945729146265,1,1,0.2972287262112205,6.387084925887105,650756.2602402779,1010693.7886703227
